"subject" "activity" "timeBodyAccmeanX" "timeBodyAccmeanY" "timeBodyAccmeanZ" "timeBodyAccstdX" "timeBodyAccstdY" "timeBodyAccstdZ" "timeGravityAccmeanX" "timeGravityAccmeanY" "timeGravityAccmeanZ" "timeGravityAccstdX" "timeGravityAccstdY" "timeGravityAccstdZ" "timeBodyAccJerkmeanX" "timeBodyAccJerkmeanY" "timeBodyAccJerkmeanZ" "timeBodyAccJerkstdX" "timeBodyAccJerkstdY" "timeBodyAccJerkstdZ" "timeBodyGyromeanX" "timeBodyGyromeanY" "timeBodyGyromeanZ" "timeBodyGyrostdX" "timeBodyGyrostdY" "timeBodyGyrostdZ" "timeBodyGyroJerkmeanX" "timeBodyGyroJerkmeanY" "timeBodyGyroJerkmeanZ" "timeBodyGyroJerkstdX" "timeBodyGyroJerkstdY" "timeBodyGyroJerkstdZ" "timeBodyAccMagmean" "timeBodyAccMagstd" "timeGravityAccMagmean" "timeGravityAccMagstd" "timeBodyAccJerkMagmean" "timeBodyAccJerkMagstd" "timeBodyGyroMagmean" "timeBodyGyroMagstd" "timeBodyGyroJerkMagmean" "timeBodyGyroJerkMagstd" "frequencyBodyAccmeanX" "frequencyBodyAccmeanY" "frequencyBodyAccmeanZ" "frequencyBodyAccstdX" "frequencyBodyAccstdY" "frequencyBodyAccstdZ" "frequencyBodyAccJerkmeanX" "frequencyBodyAccJerkmeanY" "frequencyBodyAccJerkmeanZ" "frequencyBodyAccJerkstdX" "frequencyBodyAccJerkstdY" "frequencyBodyAccJerkstdZ" "frequencyBodyGyromeanX" "frequencyBodyGyromeanY" "frequencyBodyGyromeanZ" "frequencyBodyGyrostdX" "frequencyBodyGyrostdY" "frequencyBodyGyrostdZ" "frequencyBodyAccMagmean" "frequencyBodyAccMagstd" "frequencyBodyBodyAccJerkMagmean" "frequencyBodyBodyAccJerkMagstd" "frequencyBodyBodyGyroMagmean" "frequencyBodyBodyGyroMagstd" "frequencyBodyBodyGyroJerkMagmean" "frequencyBodyBodyGyroJerkMagstd"
27 "WALKING" -0.778036291893617 -0.782363344595745 -0.694016019806117 -0.166716317776064 0.184187760906117 -0.103564766894149 -0.147025943543883 -0.46390540715133 -0.261537982166782 -0.962491154441489 -0.958307067553192 -0.981024842952128 -0.842122981808511 -0.882599120132979 -0.705921570025612 -0.308621781505319 -0.702470829345745 -0.747517729460106 -0.675744794384308 -0.797303408218085 -0.66534962297234 -0.808872603351064 -0.909370146090426 -0.887589537848404 -0.989363864893617 -0.890245686329787 -0.902819888138298 -0.910420987925532 -0.932137031675532 -0.828233923441489 -0.85023042268617 -0.929018605478723 -0.976513146329787 -0.981714899867021 -0.598071611528723 -0.905785494654255 -0.942123935531915 -0.768505711292553 -0.864262356515957 -0.921290265984043 0.14116869604876 -0.974620173404255 -0.972505174787234 -0.0866427569832447 0.422733475079787 -0.80617265837766 0.735109023893617 0.754816576887234 -0.697999723369681 0.164192843783245 0.039344612513641 0.169414370525904 0.0222848626085106 0.0187320656728723 0.139161387816915 0.0296172377837766 -0.0423856491867021 0.0929265238409308 0.168278659931117 -0.0552177945716489 -0.731695868771277 0.59097986687766 -0.0171226285956383 -0.0893066039356303 -0.279924905694362 0.198559466264231
28 "WALKING" -0.735457688019895 -0.771573643939712 -0.648538641430367 -0.00129209649458115 0.116415811242277 -0.0645200858246073 -0.217733984237304 -0.539380883164869 -0.230236887436911 -0.884880079740838 -0.933502231020942 -0.963222932696335 -0.805693073612565 -0.897309217225131 -0.675518423396021 -0.220797687070681 -0.76912683545288 -0.82914485089267 -0.654855915271466 -0.821715494424084 -0.641088675957592 -0.842505616780105 -0.878590345502618 -0.872938222670157 -0.984546688403141 -0.888500563769633 -0.884081285513089 -0.88377184452356 -0.872823976256545 -0.871080303945026 -0.845588774882723 -0.859502187664921 -0.957306518612565 -0.978934952251309 -0.54160359258534 -0.892977687120419 -0.944271882303665 -0.674356656020942 -0.839441227099476 -0.93174933395288 -0.0469931021049738 -0.973873328062827 -0.960365626256545 -0.0154804972890052 0.418582850706806 -0.833346935680628 0.719822593575916 0.773642596041885 -0.688615568571361 0.181576331837958 0.089096724321466 0.110983758016466 -0.0119700443981675 0.116669489774424 0.0770168929348168 -0.116681510362063 0.0534295577782199 0.0577713161180628 0.137532567422723 -0.0471474023101021 -0.648741439312565 0.614811363002618 -0.0736535234359948 -0.0881213551172775 -0.131792897832199 0.130851834719084
29 "WALKING" -0.701149027537791 -0.726450912982558 -0.602228993700349 -0.0546547989916279 0.12763557180814 -0.0762147465662791 -0.261833030547093 -0.565409110432849 -0.0435101954069767 -0.914332844796512 -0.93433443255814 -0.953875333430233 -0.821859339651163 -0.82157670431657 -0.625457112350291 -0.291749813436047 -0.708927230813953 -0.750581394787791 -0.655526116655523 -0.818292780813954 -0.577602993320058 -0.843487980145349 -0.869577431249709 -0.863102176651163 -0.982930431889535 -0.856775323982558 -0.84575666380814 -0.896920142790698 -0.912524043284884 -0.843559438367151 -0.788964107343866 -0.894455170697674 -0.946839340552326 -0.992674310523256 -0.538620325976802 -0.852706544427326 -0.937440290261628 -0.685747413486628 -0.855761416366279 -0.939220168866279 0.208215370043721 -0.973282885843023 -0.964643161017442 -0.28104840652907 0.477045452063953 -0.706532947325581 0.671805563284273 0.742554426175581 -0.667856839605233 0.140428919555 0.0482901026771512 0.141490409859215 0.124320382060465 0.0695980415567442 0.00303632484052326 0.021371378078314 -0.0538378575502907 0.0939323426265116 0.134160801524971 -0.0882883296441861 -0.633555073215116 0.601527227895349 0.0231991166276453 -0.100707751809855 -0.213607182680814 0.175164671322442
30 "WALKING" -0.641026261878947 -0.661624213656816 -0.513983683654237 0.0377766814113684 0.0512189654598684 0.0457763884654211 0.00435307606331579 -0.314961389677368 -0.112766580353289 -0.941123986736842 -0.953777807052632 -0.981802244263158 -0.793528892131579 -0.790478139026316 -0.669666942180789 -0.173367150395789 -0.769949064976316 -0.827368420763158 -0.674468572368421 -0.808123375105263 -0.637123499855263 -0.83609029631579 -0.886945161050526 -0.867673733442105 -0.987923223342105 -0.902014965184211 -0.911363106789474 -0.869265191263158 -0.910869423894737 -0.896983994578947 -0.850755359521053 -0.902256311552632 -0.977385453131579 -0.983007474105263 -0.398036561134211 -0.922313775157895 -0.940687369710526 -0.669152035113947 -0.873458963815789 -0.922799160342105 0.185937316134468 -0.974366446210526 -0.952119920473684 -0.270006172184211 0.487967421000789 -0.750523094342105 0.746755218263158 0.771827489457895 -0.695464118686316 0.136258111524684 -0.0147315882038684 0.107573276029921 0.043693410398 0.0305614330061579 0.0136805177476579 -0.154735209459474 0.0726743012229474 0.0293332054546921 0.123995358026316 -0.0717504988947368 -0.636219712139474 0.465216994664211 -0.0682795393595526 -0.0932811905657895 -0.108933558758158 0.166938292522105
30 "WALKING_DOWNSTAIRS" -0.159654356666667 -0.48788914 -0.009581677 0.609584563333333 -0.571281993333333 0.41428797 0.34394665 0.10279535 0.406359529666667 -0.94223867 -0.935843656666667 -0.969792653333333 -0.59070775 -0.222081186666667 -0.449764576666667 0.240463136666667 -0.80645161 -0.844444443333333 -0.43872576 -0.688316613333333 -0.258026633333333 -0.723664686666667 -0.919991766666667 -0.842313036666667 -0.99790807 -0.810200473333333 -0.786349073333333 -0.684932876666667 -0.900751023333333 -0.8622497 -0.69908605 -0.912190283333333 -0.954361953333333 -0.984906466666667 0.141245859666667 -0.77316425 -0.957468483333333 -0.44780377 -0.8199171 -0.931952586666667 -0.0175809412666667 -0.968324283333333 -0.97361545 -0.41635914 0.78732173 -0.909595786666667 0.490682833333333 0.653331803333333 -0.446112203333333 0.146116283666667 0.07280574 -0.0185040366666667 -0.166743634 -0.0403157373333333 -0.013110597 -0.470656116666667 0.434531586666667 -0.57485995 -0.157039759066667 -0.0714627823333333 -0.53970451 0.291827356666667 -0.56453123 -0.0161334956666667 -0.208679176666667 0.196709673666667
2 "WALKING_DOWNSTAIRS" -0.698416859900662 -0.735091751778146 -0.614771054893146 -0.166604534372185 0.144381516838079 -0.0766789491913907 -0.229617201945364 -0.540187818755629 -0.234907371348013 -0.913189233013245 -0.893872838609272 -0.906554681556291 -0.688208358372848 -0.830835611754967 -0.54221996550404 -0.150928621125828 -0.758598588350993 -0.824503310298013 -0.509147543673841 -0.767087015496689 -0.498548018662914 -0.78966654513245 -0.854188630980132 -0.831087364506622 -0.980403101324503 -0.881041711556291 -0.72684577417351 -0.790873450354305 -0.852880085864238 -0.716191353681457 -0.842983792119205 -0.831243337983444 -0.909709305165563 -0.970368656258278 -0.590158146904636 -0.768062192026821 -0.926829161685431 -0.638717694593046 -0.742168433203974 -0.898392358476821 0.134865335090728 -0.963015508245033 -0.960033560165563 0.102866914538411 0.42822278089404 -0.651005101721854 0.583960484002649 0.706169094741722 -0.583251058675828 0.228924745364901 0.108695879327881 0.0854969500921192 -0.057460692242053 0.19239867245596 0.111621551897682 0.0635219913816225 -0.0769758413990066 0.0904740107192053 0.155497917998278 -0.0568420186817881 -0.634222980201722 0.535464604613609 -0.0733458710096026 -0.0875587491668874 -0.186421686582715 0.0473401127022516
4 "WALKING_DOWNSTAIRS" -0.740227201072555 -0.739554566256151 -0.656291093847319 -0.01433375462347 0.0270283635843849 0.0579308807350473 -0.136616947077918 -0.462753657662145 -0.0171204721429338 -0.937697735173502 -0.933483901324921 -0.952977253154574 -0.789975783217666 -0.923734265078864 -0.657494779355836 -0.21982391507571 -0.767579117063091 -0.764458464047319 -0.593855151524606 -0.860544668359622 -0.587195880386751 -0.881499494006309 -0.894141358495268 -0.853983762804416 -0.988437029652997 -0.895691718675079 -0.848431907665615 -0.841216410567823 -0.89754854 -0.852163104851735 -0.840740469104101 -0.87833914148265 -0.950043784006309 -0.996717022618297 -0.343441745120505 -0.880475054574133 -0.974271610536278 -0.641881977553943 -0.84013102851735 -0.966216155425867 0.164130896618297 -0.962636979274448 -0.941416800167192 -0.36002712889306 0.524694760063091 -0.66157235170347 0.655303507718296 0.829201243753943 -0.66226854397918 0.259076321413565 0.0643191583272555 0.0658778838766561 -0.0641136489716932 -0.0835446978017035 0.335539618896845 -0.0769299609943218 0.0618086040271609 -0.012804581731388 0.0425308562870662 -0.0787229907785489 -0.645653551135647 0.601987563974763 -0.0783537490010726 -0.107859315713249 -0.0603777076264984 -0.0200368510473502
9 "WALKING_DOWNSTAIRS" -0.68718306415625 -0.638352681215278 -0.550201866572569 0.0191331772392396 0.10012859236875 -0.0817126595448611 -0.134612422201111 -0.471263257844097 -0.243919859066458 -0.946570822604167 -0.955427659722222 -0.967931707986111 -0.842776544479167 -0.77674265432257 -0.638414017520833 -0.0652586338090278 -0.716397847965278 -0.7981481475 -0.679065855003472 -0.739139922708333 -0.529769987404871 -0.7616902428125 -0.875664104930556 -0.883582376597222 -0.987172372881944 -0.796259703611111 -0.899008207152778 -0.914717461840278 -0.903667916527778 -0.937291849652778 -0.796876171435764 -0.880816609236111 -0.960336865243056 -0.973682272291667 -0.440169397652083 -0.885043230451389 -0.924227338159722 -0.639863219559028 -0.894243379201389 -0.847334672822917 0.104353653032743 -0.958784666180555 -0.949938115208333 -0.383766134317014 0.515609351038194 -0.953003848194444 0.760029488284722 0.708826648993055 -0.621301533845833 0.141648149245139 -0.00226516676003472 0.227287289733333 0.0481049191569444 -0.0111291581503472 0.167044974764792 -0.176989520315278 0.0970062979444444 0.0505385238479167 0.169133216063194 -0.0729884312991667 -0.634876718472222 0.524386309368056 0.0243758665861806 -0.0892254930640278 -0.0601193122892361 0.10166382181875
10 "WALKING_DOWNSTAIRS" -0.658518298455782 -0.666572591590136 -0.521819802352381 -0.0855952840780952 0.107934853084048 -0.0650336248039456 -0.204940292216667 -0.51308318387619 -0.165532502316667 -0.893338108061224 -0.92515752670068 -0.955903288945578 -0.754864424044218 -0.846177047891156 -0.545551469622007 -0.188748065578231 -0.705508008503401 -0.761451246156463 -0.556271725483333 -0.77916817122449 -0.468300214776871 -0.811062360639456 -0.842349903911565 -0.82312616124898 -0.976651090102041 -0.798015688503401 -0.762008061527211 -0.834114954227891 -0.855077678809524 -0.785172941846939 -0.770063036431973 -0.824413293037415 -0.950314445816327 -0.978145472414966 -0.546556540367347 -0.789701958806803 -0.914748224829932 -0.620379208870442 -0.781400622316326 -0.938733642006803 0.0552047227876769 -0.965808126428572 -0.95452407255102 -0.289626207078571 0.425877250544218 -0.636681417959184 0.622477993778912 0.70426398915102 -0.581146093853401 0.188099365691156 0.0935206837880952 0.160581214926871 0.0567168068319728 0.0124123941441837 -0.153198876299169 0.0319397605761769 -0.0673276275214966 0.149117766589796 0.152003968041259 -0.0846403674590918 -0.609987285106803 0.512668992955782 -0.0453267449393537 -0.108150829882313 -0.150181968119048 0.186142380926531
12 "WALKING_DOWNSTAIRS" -0.749001465346535 -0.751599528940594 -0.67658561339604 -0.098487578885396 0.16882358333203 -0.0668271578242574 -0.156820512580693 -0.471333538183663 -0.292291232261079 -0.951586988811881 -0.951476053069307 -0.968981589306931 -0.858257848415842 -0.907189592326733 -0.669890826145049 -0.220307990935644 -0.716384540668317 -0.875577556732673 -0.695947092235149 -0.811112738960396 -0.633635623478218 -0.832258209455446 -0.892832698732673 -0.86652194539604 -0.987603332475248 -0.900608843267327 -0.860633716485149 -0.924567842128713 -0.928052207079208 -0.869145991386139 -0.865088531435644 -0.925288068465347 -0.964487564009901 -0.984667129653465 -0.498121750186139 -0.866386761188119 -0.949435810792079 -0.722727699257426 -0.882006726386139 -0.935022296386139 0.0872210977150495 -0.964978660990099 -0.95814205539604 -0.251887893658416 0.607378675841584 -0.84004882950495 0.753754088663366 0.773539222029703 -0.703429954861386 0.202556143698069 0.118043232738614 0.132659093893564 -0.0562882071331683 0.0896550817336634 0.0514012811628713 -0.0631426747258911 0.00603668863168317 0.0664625784359901 0.110456953287129 -0.0716054572717822 -0.680044550691089 0.590954451688119 -0.064830834629703 -0.075396617279703 -0.175595335138614 0.137584157751485
12 "WALKING_UPSTAIRS" -0.665520926152542 -0.692812433194915 -0.554775296115254 -0.177853658949492 0.204955195811864 -0.11454361383983 -0.337767582575085 -0.650869004830508 -0.217667202758475 -0.860610018474576 -0.829521778771186 -0.917317147033898 -0.624099458127119 -0.922900005847458 -0.422937284909576 -0.134036986160169 -0.702569708220339 -0.670621467805085 -0.379258174208898 -0.804252431016949 -0.332434869330508 -0.82577958940678 -0.855089362627119 -0.776183270381356 -0.975112318474576 -0.765738498389831 -0.662530095220339 -0.725570724220339 -0.755319183279661 -0.630420464949152 -0.735009802872881 -0.726053547127966 -0.916449713661017 -0.971913111440678 -0.509541123982203 -0.687620692449661 -0.958069585 -0.555999907609322 -0.628860597817797 -0.95472566940678 -0.0597390195025424 -0.97150008059322 -0.964734199237288 -0.468871991440678 0.355062133813559 -0.425584737542373 0.500013282876271 0.782110678474576 -0.502802614279661 0.238328271925424 0.044445374760678 0.0489767479425424 0.00434207169915254 0.0642249628918644 -0.221042018538983 -0.000497741840677966 -0.00531375267542373 -0.0169700336076271 0.123707115322712 -0.03797095185 -0.590488780847458 0.535560359649152 -0.100500636429661 -0.0692049439288136 -0.108709075060169 0.0430423578932203
13 "WALKING_UPSTAIRS" -0.649097038195719 -0.719313125544342 -0.58121540318471 -0.127994975047401 0.110520970994801 -0.112066802092049 -0.063134360434159 -0.368306237013761 -0.162937641987431 -0.89904069587156 -0.905751892140673 -0.967119225198777 -0.699125141790214 -0.830783508715596 -0.654225203834862 -0.174000052321101 -0.799151621073395 -0.809582058440367 -0.562129866937645 -0.744823539571866 -0.592353994799694 -0.764290538501529 -0.885753928174618 -0.84765677441896 -0.983003743425076 -0.879856189388379 -0.850506678409786 -0.781786481440979 -0.828259454550459 -0.817276451437309 -0.853173811620795 -0.802931166675841 -0.960303757614679 -0.931883760336392 -0.431636574807339 -0.848458361697248 -0.917310881107034 -0.65864242140581 -0.768884846155963 -0.891756569602446 0.0443010536786239 -0.967268063455658 -0.953540716850153 0.0155495775348318 0.45312162587156 -0.710095445657492 0.658538842345566 0.701867973600612 -0.620236865347706 0.187744331349725 0.112262799658624 0.111893639826789 0.0411795185168196 -0.0651841983161162 0.0631333942410398 -0.0708377281671865 0.0293043543535168 0.0619580223607645 0.0873106670379205 -0.0616613787494801 -0.664254780952905 0.565791571669725 -0.0278984577131498 -0.0881182379434251 -0.166183119099388 0.0818650035730887
18 "WALKING_UPSTAIRS" -0.798588395494506 -0.77641518219456 -0.714735668626374 -0.039528114192033 0.0958084986005769 -0.0611415275811538 -0.146302390659011 -0.461408001106593 -0.0940892823377473 -0.964526620604396 -0.972612381620879 -0.984129849120879 -0.858464592032967 -0.905427368379121 -0.743484204043956 -0.324904150805769 -0.733959587384615 -0.812637362024725 -0.739197834642857 -0.860168954615385 -0.70044059081044 -0.877558030494505 -0.912271822554945 -0.902704144340659 -0.992110860824176 -0.92220498032967 -0.939890058956044 -0.899663615274725 -0.95428297239011 -0.921712878736264 -0.899358788461538 -0.945522349450549 -0.983818971456044 -0.990771152445055 -0.409196651807143 -0.939944913241758 -0.973718079120879 -0.787757637521978 -0.918191570741758 -0.967728966291209 0.0899901746593407 -0.980138675796703 -0.969542030412088 0.0118104727743654 0.481117499587912 -0.714101820659341 0.783936489645604 0.826665363406593 -0.75342156793956 0.151639522391791 0.105641780918654 0.176663429058517 0.0612199644857418 0.0819105678392308 -0.0370948762659066 -0.090440284717033 0.0366095676322198 0.0902650642791209 0.0890327526016758 -0.0678200104982143 -0.730840454203297 0.639174959565934 0.0330457489197253 -0.0944029581558242 -0.215042665871758 0.147082806487574
20 "WALKING_UPSTAIRS" -0.602025905060452 -0.672272861118644 -0.5168612358887 -0.0190483652362712 0.0334113326777966 0.0449185547824859 -0.238468868883616 -0.575427395016949 -0.28718197504887 -0.887826688389831 -0.910317464265537 -0.953696916694915 -0.563142132432203 -0.860401722966102 -0.638129990464407 -0.19401645196298 -0.749954436457627 -0.783239170511299 -0.525907610282373 -0.760509114748588 -0.573878459720056 -0.77881645720339 -0.890930210485876 -0.839877160734463 -0.985200200225989 -0.852070399661017 -0.847759005415254 -0.648268865171469 -0.78281159552187 -0.761952088674859 -0.817625685819209 -0.738228745299153 -0.946929391101695 -0.920311438587571 -0.569383464883333 -0.832003567381356 -0.939745754858757 -0.626445370827119 -0.691675433914689 -0.858560539717514 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.0168816127463842 0.390892438785311 -0.553736857344633 0.599987657962712 0.743253822373446 -0.615702889435876 0.165978080838494 0.0823042432497972 0.155790032531638 0.0183880994624011 0.0365178614461017 -0.0787776595144915 -0.0603965566679181 0.021127237815339 0.0472082428746893 0.227818645451412 -0.0789448418069209 -0.602447623466102 0.435005728045198 0.0549451567937853 -0.094982179135 -0.133583014635593 0.173970328922345
24 "WALKING_UPSTAIRS" -0.75532936664042 -0.759020021708661 -0.682447212750656 -0.117743964728504 0.0901551141024147 -0.0306228875627297 -0.248050091519528 -0.563868894216798 -0.25836729574252 -0.942206376194226 -0.925781237427822 -0.970795647926509 -0.821998739580052 -0.86623437144357 -0.753749379330709 -0.181323766254593 -0.748370162181102 -0.834995625173228 -0.688280461860892 -0.751628687821522 -0.710048696209974 -0.778109914412074 -0.911786894776903 -0.887462879527559 -0.992966853018373 -0.925883247349081 -0.944323304566929 -0.880030147742782 -0.914006412860892 -0.891899999553806 -0.88066460519685 -0.906737364724409 -0.967702459212598 -0.96534620175853 -0.538761672633333 -0.94399587992126 -0.937695190367454 -0.722607377748032 -0.875133246036745 -0.854785182070866 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.151951569514173 0.496511302965879 -0.747064674034121 0.744462058790026 0.71875545687664 -0.704523467010499 0.168739288853806 0.0394378002305302 0.175713657709186 0.0756958541292651 -0.0100896553792651 0.104444899825984 -0.121370870507087 0.0750695845065617 -0.0151530167583701 0.179715549401575 -0.0782440202677165 -0.682820826698163 0.592518776667717 0.0120485861816273 -0.0998294248142257 -0.126017055538058 0.0889505756434908
